00:00 - Blood Pressure (mmHg): Systolic=119, Diastolic=89
07:03 - Blood Pressure (mmHg): Systolic=101, Diastolic=83
07:04 - Blood Pressure (mmHg): Systolic=106, Diastolic=88
07:05 - Blood Pressure (mmHg): Systolic=109, Diastolic=70
07:06 - Blood Pressure (mmHg): Systolic=114, Diastolic=89
07:07 - Blood Pressure (mmHg): Systolic=113, Diastolic=72
07:08 - Blood Pressure (mmHg): Systolic=119, Diastolic=78
07:09 - Blood Pressure (mmHg): Systolic=103, Diastolic=79
07:10 - Blood Pressure (mmHg): Systolic=122, Diastolic=81
07:11 - Blood Pressure (mmHg): Systolic=119, Diastolic=88
07:12 - Blood Pressure (mmHg): Systolic=108, Diastolic=83
07:13 - Blood Pressure (mmHg): Systolic=102, Diastolic=76
07:14 - Blood Pressure (mmHg): Systolic=106, Diastolic=70
07:15 - Blood Pressure (mmHg): Systolic=120, Diastolic=87
07:16 - Blood Pressure (mmHg): Systolic=116, Diastolic=90
07:17 - Blood Pressure (mmHg): Systolic=127, Diastolic=79
07:18 - Blood Pressure (mmHg): Systolic=128, Diastolic=86
07:19 - Blood Pressure (mmHg): Systolic=111, Diastolic=78
07:20 - Blood Pressure (mmHg): Systolic=102, Diastolic=75
07:21 - Blood Pressure (mmHg): Systolic=112, Diastolic=88
07:22 - Blood Pressure (mmHg): Systolic=117, Diastolic=89
07:23 - Blood Pressure (mmHg): Systolic=116, Diastolic=75
07:24 - Blood Pressure (mmHg): Systolic=110, Diastolic=84
07:25 - Blood Pressure (mmHg): Systolic=108, Diastolic=76
07:26 - Blood Pressure (mmHg): Systolic=112, Diastolic=87
07:27 - Blood Pressure (mmHg): Systolic=123, Diastolic=86
07:28 - Blood Pressure (mmHg): Systolic=115, Diastolic=90
07:29 - Blood Pressure (mmHg): Systolic=108, Diastolic=74
07:30 - Blood Pressure (mmHg): Systolic=111, Diastolic=74
07:31 - Blood Pressure (mmHg): Systolic=124, Diastolic=88
07:32 - Blood Pressure (mmHg): Systolic=129, Diastolic=73
07:33 - Blood Pressure (mmHg): Systolic=107, Diastolic=90
07:34 - Blood Pressure (mmHg): Systolic=102, Diastolic=70
07:35 - Blood Pressure (mmHg): Systolic=112, Diastolic=81
07:36 - Blood Pressure (mmHg): Systolic=102, Diastolic=87
07:37 - Blood Pressure (mmHg): Systolic=128, Diastolic=86
07:38 - Blood Pressure (mmHg): Systolic=126, Diastolic=90
07:39 - Blood Pressure (mmHg): Systolic=121, Diastolic=89
07:40 - Blood Pressure (mmHg): Systolic=100, Diastolic=83
07:41 - Blood Pressure (mmHg): Systolic=111, Diastolic=80
07:42 - Blood Pressure (mmHg): Systolic=129, Diastolic=73
07:43 - Blood Pressure (mmHg): Systolic=108, Diastolic=89
07:44 - Blood Pressure (mmHg): Systolic=127, Diastolic=77
07:45 - Blood Pressure (mmHg): Systolic=122, Diastolic=78
07:46 - Blood Pressure (mmHg): Systolic=112, Diastolic=89
07:47 - Blood Pressure (mmHg): Systolic=119, Diastolic=72
07:48 - Blood Pressure (mmHg): Systolic=104, Diastolic=75
07:49 - Blood Pressure (mmHg): Systolic=104, Diastolic=71
07:50 - Blood Pressure (mmHg): Systolic=127, Diastolic=75
07:51 - Blood Pressure (mmHg): Systolic=127, Diastolic=85
07:52 - Blood Pressure (mmHg): Systolic=105, Diastolic=70
07:53 - Blood Pressure (mmHg): Systolic=108, Diastolic=78
07:54 - Blood Pressure (mmHg): Systolic=107, Diastolic=86
07:55 - Blood Pressure (mmHg): Systolic=127, Diastolic=84
07:56 - Blood Pressure (mmHg): Systolic=124, Diastolic=77
07:57 - Blood Pressure (mmHg): Systolic=110, Diastolic=71
07:58 - Blood Pressure (mmHg): Systolic=113, Diastolic=72
07:59 - Blood Pressure (mmHg): Systolic=122, Diastolic=89
08:00 - Blood Pressure (mmHg): Systolic=123, Diastolic=84
08:01 - Blood Pressure (mmHg): Systolic=125, Diastolic=70
08:02 - Blood Pressure (mmHg): Systolic=102, Diastolic=72
08:03 - Blood Pressure (mmHg): Systolic=124, Diastolic=86
08:04 - Blood Pressure (mmHg): Systolic=110, Diastolic=79
08:05 - Blood Pressure (mmHg): Systolic=110, Diastolic=85
08:06 - Blood Pressure (mmHg): Systolic=130, Diastolic=82
08:07 - Blood Pressure (mmHg): Systolic=123, Diastolic=90
08:08 - Blood Pressure (mmHg): Systolic=114, Diastolic=88
08:09 - Blood Pressure (mmHg): Systolic=105, Diastolic=88
08:10 - Blood Pressure (mmHg): Systolic=100, Diastolic=73
08:11 - Blood Pressure (mmHg): Systolic=121, Diastolic=74
08:12 - Blood Pressure (mmHg): Systolic=100, Diastolic=84
08:13 - Blood Pressure (mmHg): Systolic=101, Diastolic=86
08:14 - Blood Pressure (mmHg): Systolic=125, Diastolic=73
08:15 - Blood Pressure (mmHg): Systolic=130, Diastolic=85
08:16 - Blood Pressure (mmHg): Systolic=115, Diastolic=74
08:17 - Blood Pressure (mmHg): Systolic=128, Diastolic=78
08:18 - Blood Pressure (mmHg): Systolic=112, Diastolic=79
08:19 - Blood Pressure (mmHg): Systolic=114, Diastolic=81
08:20 - Blood Pressure (mmHg): Systolic=128, Diastolic=83
08:21 - Blood Pressure (mmHg): Systolic=111, Diastolic=87
08:22 - Blood Pressure (mmHg): Systolic=114, Diastolic=71
08:23 - Blood Pressure (mmHg): Systolic=122, Diastolic=85
08:24 - Blood Pressure (mmHg): Systolic=123, Diastolic=90
08:25 - Blood Pressure (mmHg): Systolic=117, Diastolic=78
08:26 - Blood Pressure (mmHg): Systolic=126, Diastolic=79
08:27 - Blood Pressure (mmHg): Systolic=113, Diastolic=71
08:28 - Blood Pressure (mmHg): Systolic=119, Diastolic=76
08:29 - Blood Pressure (mmHg): Systolic=113, Diastolic=77
08:30 - Blood Pressure (mmHg): Systolic=111, Diastolic=87
08:31 - Blood Pressure (mmHg): Systolic=118, Diastolic=79
08:32 - Blood Pressure (mmHg): Systolic=100, Diastolic=75
08:33 - Blood Pressure (mmHg): Systolic=120, Diastolic=78
08:34 - Blood Pressure (mmHg): Systolic=111, Diastolic=77
08:35 - Blood Pressure (mmHg): Systolic=104, Diastolic=81
08:36 - Blood Pressure (mmHg): Systolic=117, Diastolic=79
08:37 - Blood Pressure (mmHg): Systolic=109, Diastolic=89
08:38 - Blood Pressure (mmHg): Systolic=127, Diastolic=80
08:39 - Blood Pressure (mmHg): Systolic=114, Diastolic=71
08:40 - Blood Pressure (mmHg): Systolic=112, Diastolic=77
08:41 - Blood Pressure (mmHg): Systolic=109, Diastolic=88
08:42 - Blood Pressure (mmHg): Systolic=130, Diastolic=74
08:43 - Blood Pressure (mmHg): Systolic=108, Diastolic=72
08:44 - Blood Pressure (mmHg): Systolic=126, Diastolic=73
08:45 - Blood Pressure (mmHg): Systolic=116, Diastolic=75
08:46 - Blood Pressure (mmHg): Systolic=101, Diastolic=85
08:47 - Blood Pressure (mmHg): Systolic=129, Diastolic=75
08:48 - Blood Pressure (mmHg): Systolic=129, Diastolic=74
08:49 - Blood Pressure (mmHg): Systolic=122, Diastolic=90
08:50 - Blood Pressure (mmHg): Systolic=104, Diastolic=90
08:51 - Blood Pressure (mmHg): Systolic=110, Diastolic=76
08:52 - Blood Pressure (mmHg): Systolic=130, Diastolic=87
08:53 - Blood Pressure (mmHg): Systolic=119, Diastolic=80
08:54 - Blood Pressure (mmHg): Systolic=130, Diastolic=83
08:55 - Blood Pressure (mmHg): Systolic=122, Diastolic=79
08:56 - Blood Pressure (mmHg): Systolic=130, Diastolic=71
08:57 - Blood Pressure (mmHg): Systolic=129, Diastolic=72
08:58 - Blood Pressure (mmHg): Systolic=100, Diastolic=89
08:59 - Blood Pressure (mmHg): Systolic=105, Diastolic=73
09:00 - Blood Pressure (mmHg): Systolic=110, Diastolic=73
09:01 - Blood Pressure (mmHg): Systolic=102, Diastolic=85
09:02 - Blood Pressure (mmHg): Systolic=130, Diastolic=77
09:03 - Blood Pressure (mmHg): Systolic=127, Diastolic=71
09:04 - Blood Pressure (mmHg): Systolic=119, Diastolic=80
09:05 - Blood Pressure (mmHg): Systolic=102, Diastolic=79
09:06 - Blood Pressure (mmHg): Systolic=114, Diastolic=87
09:07 - Blood Pressure (mmHg): Systolic=125, Diastolic=76
09:08 - Blood Pressure (mmHg): Systolic=118, Diastolic=77
09:09 - Blood Pressure (mmHg): Systolic=124, Diastolic=84
09:10 - Blood Pressure (mmHg): Systolic=130, Diastolic=72
09:11 - Blood Pressure (mmHg): Systolic=110, Diastolic=82
09:12 - Blood Pressure (mmHg): Systolic=129, Diastolic=88
09:13 - Blood Pressure (mmHg): Systolic=107, Diastolic=76
09:14 - Blood Pressure (mmHg): Systolic=120, Diastolic=87
09:15 - Blood Pressure (mmHg): Systolic=130, Diastolic=87
09:16 - Blood Pressure (mmHg): Systolic=114, Diastolic=74
09:17 - Blood Pressure (mmHg): Systolic=116, Diastolic=72
09:18 - Blood Pressure (mmHg): Systolic=100, Diastolic=82
09:19 - Blood Pressure (mmHg): Systolic=112, Diastolic=90
09:20 - Blood Pressure (mmHg): Systolic=101, Diastolic=84
09:21 - Blood Pressure (mmHg): Systolic=125, Diastolic=79
09:22 - Blood Pressure (mmHg): Systolic=106, Diastolic=89
09:23 - Blood Pressure (mmHg): Systolic=126, Diastolic=85
09:24 - Blood Pressure (mmHg): Systolic=128, Diastolic=86
09:25 - Blood Pressure (mmHg): Systolic=106, Diastolic=71
09:26 - Blood Pressure (mmHg): Systolic=117, Diastolic=81
09:27 - Blood Pressure (mmHg): Systolic=117, Diastolic=72
09:28 - Blood Pressure (mmHg): Systolic=130, Diastolic=76
09:29 - Blood Pressure (mmHg): Systolic=125, Diastolic=77
09:30 - Blood Pressure (mmHg): Systolic=110, Diastolic=84
09:31 - Blood Pressure (mmHg): Systolic=128, Diastolic=70
09:32 - Blood Pressure (mmHg): Systolic=119, Diastolic=79
09:33 - Blood Pressure (mmHg): Systolic=114, Diastolic=90
09:34 - Blood Pressure (mmHg): Systolic=106, Diastolic=70
09:35 - Blood Pressure (mmHg): Systolic=103, Diastolic=90
09:36 - Blood Pressure (mmHg): Systolic=110, Diastolic=71
09:37 - Blood Pressure (mmHg): Systolic=129, Diastolic=76
09:38 - Blood Pressure (mmHg): Systolic=113, Diastolic=88
09:39 - Blood Pressure (mmHg): Systolic=125, Diastolic=70
09:40 - Blood Pressure (mmHg): Systolic=116, Diastolic=79
09:41 - Blood Pressure (mmHg): Systolic=110, Diastolic=80
09:42 - Blood Pressure (mmHg): Systolic=107, Diastolic=83
09:43 - Blood Pressure (mmHg): Systolic=119, Diastolic=78
09:44 - Blood Pressure (mmHg): Systolic=117, Diastolic=73
09:45 - Blood Pressure (mmHg): Systolic=116, Diastolic=72
09:46 - Blood Pressure (mmHg): Systolic=103, Diastolic=86
09:47 - Blood Pressure (mmHg): Systolic=110, Diastolic=73
09:48 - Blood Pressure (mmHg): Systolic=118, Diastolic=79
09:49 - Blood Pressure (mmHg): Systolic=127, Diastolic=76
09:50 - Blood Pressure (mmHg): Systolic=125, Diastolic=89
09:51 - Blood Pressure (mmHg): Systolic=112, Diastolic=88
09:52 - Blood Pressure (mmHg): Systolic=118, Diastolic=90
09:53 - Blood Pressure (mmHg): Systolic=101, Diastolic=70
09:54 - Blood Pressure (mmHg): Systolic=120, Diastolic=72
09:55 - Blood Pressure (mmHg): Systolic=104, Diastolic=70
09:56 - Blood Pressure (mmHg): Systolic=109, Diastolic=73
09:57 - Blood Pressure (mmHg): Systolic=107, Diastolic=88
09:58 - Blood Pressure (mmHg): Systolic=113, Diastolic=72
09:59 - Blood Pressure (mmHg): Systolic=116, Diastolic=80
10:00 - Blood Pressure (mmHg): Systolic=110, Diastolic=85
10:01 - Blood Pressure (mmHg): Systolic=126, Diastolic=89
10:02 - Blood Pressure (mmHg): Systolic=100, Diastolic=79
10:03 - Blood Pressure (mmHg): Systolic=119, Diastolic=78
10:04 - Blood Pressure (mmHg): Systolic=129, Diastolic=81
10:05 - Blood Pressure (mmHg): Systolic=103, Diastolic=75
10:06 - Blood Pressure (mmHg): Systolic=105, Diastolic=90
10:07 - Blood Pressure (mmHg): Systolic=122, Diastolic=79
10:08 - Blood Pressure (mmHg): Systolic=101, Diastolic=72
10:09 - Blood Pressure (mmHg): Systolic=114, Diastolic=86
10:10 - Blood Pressure (mmHg): Systolic=117, Diastolic=79
10:11 - Blood Pressure (mmHg): Systolic=115, Diastolic=79
10:12 - Blood Pressure (mmHg): Systolic=120, Diastolic=81
10:13 - Blood Pressure (mmHg): Systolic=120, Diastolic=78
10:14 - Blood Pressure (mmHg): Systolic=124, Diastolic=77
10:15 - Blood Pressure (mmHg): Systolic=111, Diastolic=88
10:16 - Blood Pressure (mmHg): Systolic=126, Diastolic=77
10:17 - Blood Pressure (mmHg): Systolic=106, Diastolic=79
10:18 - Blood Pressure (mmHg): Systolic=118, Diastolic=75
10:19 - Blood Pressure (mmHg): Systolic=120, Diastolic=84
10:20 - Blood Pressure (mmHg): Systolic=124, Diastolic=70
10:21 - Blood Pressure (mmHg): Systolic=130, Diastolic=71
10:22 - Blood Pressure (mmHg): Systolic=130, Diastolic=74
10:23 - Blood Pressure (mmHg): Systolic=115, Diastolic=83
10:24 - Blood Pressure (mmHg): Systolic=102, Diastolic=89
10:25 - Blood Pressure (mmHg): Systolic=108, Diastolic=70
10:26 - Blood Pressure (mmHg): Systolic=107, Diastolic=85
10:27 - Blood Pressure (mmHg): Systolic=105, Diastolic=75
10:28 - Blood Pressure (mmHg): Systolic=112, Diastolic=73
10:29 - Blood Pressure (mmHg): Systolic=124, Diastolic=86
10:30 - Blood Pressure (mmHg): Systolic=121, Diastolic=70
10:31 - Blood Pressure (mmHg): Systolic=114, Diastolic=81
10:32 - Blood Pressure (mmHg): Systolic=105, Diastolic=83
10:33 - Blood Pressure (mmHg): Systolic=117, Diastolic=79
10:34 - Blood Pressure (mmHg): Systolic=105, Diastolic=72
10:35 - Blood Pressure (mmHg): Systolic=123, Diastolic=90
10:36 - Blood Pressure (mmHg): Systolic=103, Diastolic=80
10:37 - Blood Pressure (mmHg): Systolic=108, Diastolic=75
10:38 - Blood Pressure (mmHg): Systolic=121, Diastolic=88
10:39 - Blood Pressure (mmHg): Systolic=107, Diastolic=70
10:40 - Blood Pressure (mmHg): Systolic=115, Diastolic=74
10:41 - Blood Pressure (mmHg): Systolic=119, Diastolic=88
10:42 - Blood Pressure (mmHg): Systolic=109, Diastolic=78
10:43 - Blood Pressure (mmHg): Systolic=116, Diastolic=82
10:44 - Blood Pressure (mmHg): Systolic=116, Diastolic=76
10:45 - Blood Pressure (mmHg): Systolic=123, Diastolic=83
10:46 - Blood Pressure (mmHg): Systolic=115, Diastolic=72
10:47 - Blood Pressure (mmHg): Systolic=127, Diastolic=74
10:48 - Blood Pressure (mmHg): Systolic=110, Diastolic=71
10:49 - Blood Pressure (mmHg): Systolic=108, Diastolic=84
10:50 - Blood Pressure (mmHg): Systolic=100, Diastolic=79
10:51 - Blood Pressure (mmHg): Systolic=129, Diastolic=90
10:52 - Blood Pressure (mmHg): Systolic=109, Diastolic=77
10:53 - Blood Pressure (mmHg): Systolic=109, Diastolic=90
10:54 - Blood Pressure (mmHg): Systolic=108, Diastolic=71
10:55 - Blood Pressure (mmHg): Systolic=113, Diastolic=77
10:56 - Blood Pressure (mmHg): Systolic=130, Diastolic=85
10:57 - Blood Pressure (mmHg): Systolic=129, Diastolic=90
10:58 - Blood Pressure (mmHg): Systolic=121, Diastolic=78
10:59 - Blood Pressure (mmHg): Systolic=102, Diastolic=81
11:00 - Blood Pressure (mmHg): Systolic=116, Diastolic=84
11:01 - Blood Pressure (mmHg): Systolic=111, Diastolic=71
11:02 - Blood Pressure (mmHg): Systolic=123, Diastolic=72
11:03 - Blood Pressure (mmHg): Systolic=112, Diastolic=78
11:04 - Blood Pressure (mmHg): Systolic=100, Diastolic=81
11:05 - Blood Pressure (mmHg): Systolic=104, Diastolic=71
11:06 - Blood Pressure (mmHg): Systolic=112, Diastolic=77
11:07 - Blood Pressure (mmHg): Systolic=103, Diastolic=75
11:08 - Blood Pressure (mmHg): Systolic=123, Diastolic=72
11:09 - Blood Pressure (mmHg): Systolic=109, Diastolic=76
11:10 - Blood Pressure (mmHg): Systolic=126, Diastolic=77
11:11 - Blood Pressure (mmHg): Systolic=102, Diastolic=87
11:12 - Blood Pressure (mmHg): Systolic=125, Diastolic=80
11:13 - Blood Pressure (mmHg): Systolic=112, Diastolic=82
11:14 - Blood Pressure (mmHg): Systolic=106, Diastolic=83
11:15 - Blood Pressure (mmHg): Systolic=103, Diastolic=83
11:16 - Blood Pressure (mmHg): Systolic=122, Diastolic=72
11:17 - Blood Pressure (mmHg): Systolic=127, Diastolic=78
11:18 - Blood Pressure (mmHg): Systolic=100, Diastolic=78
11:19 - Blood Pressure (mmHg): Systolic=112, Diastolic=74
11:20 - Blood Pressure (mmHg): Systolic=109, Diastolic=85
11:21 - Blood Pressure (mmHg): Systolic=116, Diastolic=82
11:22 - Blood Pressure (mmHg): Systolic=122, Diastolic=75
11:23 - Blood Pressure (mmHg): Systolic=124, Diastolic=71
11:24 - Blood Pressure (mmHg): Systolic=107, Diastolic=85
11:25 - Blood Pressure (mmHg): Systolic=103, Diastolic=86
11:26 - Blood Pressure (mmHg): Systolic=104, Diastolic=80
11:27 - Blood Pressure (mmHg): Systolic=101, Diastolic=71
11:28 - Blood Pressure (mmHg): Systolic=112, Diastolic=83
11:29 - Blood Pressure (mmHg): Systolic=113, Diastolic=77
11:30 - Blood Pressure (mmHg): Systolic=112, Diastolic=70
11:31 - Blood Pressure (mmHg): Systolic=115, Diastolic=70
11:32 - Blood Pressure (mmHg): Systolic=129, Diastolic=81
11:33 - Blood Pressure (mmHg): Systolic=102, Diastolic=81
11:34 - Blood Pressure (mmHg): Systolic=101, Diastolic=89
11:35 - Blood Pressure (mmHg): Systolic=129, Diastolic=87
11:36 - Blood Pressure (mmHg): Systolic=113, Diastolic=77
11:37 - Blood Pressure (mmHg): Systolic=105, Diastolic=87
11:38 - Blood Pressure (mmHg): Systolic=123, Diastolic=76
11:39 - Blood Pressure (mmHg): Systolic=123, Diastolic=73
11:40 - Blood Pressure (mmHg): Systolic=104, Diastolic=70
11:41 - Blood Pressure (mmHg): Systolic=106, Diastolic=80
11:42 - Blood Pressure (mmHg): Systolic=120, Diastolic=81
11:43 - Blood Pressure (mmHg): Systolic=108, Diastolic=80
11:44 - Blood Pressure (mmHg): Systolic=128, Diastolic=72
11:45 - Blood Pressure (mmHg): Systolic=116, Diastolic=71
11:46 - Blood Pressure (mmHg): Systolic=129, Diastolic=83
11:47 - Blood Pressure (mmHg): Systolic=118, Diastolic=82
11:48 - Blood Pressure (mmHg): Systolic=118, Diastolic=87
11:49 - Blood Pressure (mmHg): Systolic=116, Diastolic=74
11:50 - Blood Pressure (mmHg): Systolic=102, Diastolic=73
11:51 - Blood Pressure (mmHg): Systolic=111, Diastolic=84
11:52 - Blood Pressure (mmHg): Systolic=112, Diastolic=76
11:53 - Blood Pressure (mmHg): Systolic=124, Diastolic=84
11:54 - Blood Pressure (mmHg): Systolic=112, Diastolic=84
11:55 - Blood Pressure (mmHg): Systolic=100, Diastolic=77
11:56 - Blood Pressure (mmHg): Systolic=113, Diastolic=77
11:57 - Blood Pressure (mmHg): Systolic=103, Diastolic=89
11:58 - Blood Pressure (mmHg): Systolic=122, Diastolic=88
11:59 - Blood Pressure (mmHg): Systolic=106, Diastolic=72
12:00 - Blood Pressure (mmHg): Systolic=125, Diastolic=86
12:01 - Blood Pressure (mmHg): Systolic=108, Diastolic=87
12:02 - Blood Pressure (mmHg): Systolic=103, Diastolic=72
12:03 - Blood Pressure (mmHg): Systolic=108, Diastolic=76
12:04 - Blood Pressure (mmHg): Systolic=116, Diastolic=78
12:05 - Blood Pressure (mmHg): Systolic=128, Diastolic=77
12:06 - Blood Pressure (mmHg): Systolic=124, Diastolic=87
12:07 - Blood Pressure (mmHg): Systolic=116, Diastolic=83
12:08 - Blood Pressure (mmHg): Systolic=121, Diastolic=77
12:09 - Blood Pressure (mmHg): Systolic=119, Diastolic=90
12:10 - Blood Pressure (mmHg): Systolic=129, Diastolic=76
12:11 - Blood Pressure (mmHg): Systolic=116, Diastolic=74
12:12 - Blood Pressure (mmHg): Systolic=111, Diastolic=89
12:13 - Blood Pressure (mmHg): Systolic=123, Diastolic=81
12:14 - Blood Pressure (mmHg): Systolic=127, Diastolic=76
12:15 - Blood Pressure (mmHg): Systolic=121, Diastolic=79
12:16 - Blood Pressure (mmHg): Systolic=124, Diastolic=78
12:17 - Blood Pressure (mmHg): Systolic=118, Diastolic=89
12:18 - Blood Pressure (mmHg): Systolic=114, Diastolic=74
12:19 - Blood Pressure (mmHg): Systolic=109, Diastolic=72
12:20 - Blood Pressure (mmHg): Systolic=124, Diastolic=77
12:21 - Blood Pressure (mmHg): Systolic=126, Diastolic=80
12:22 - Blood Pressure (mmHg): Systolic=120, Diastolic=81
12:23 - Blood Pressure (mmHg): Systolic=116, Diastolic=83
12:24 - Blood Pressure (mmHg): Systolic=121, Diastolic=89
12:25 - Blood Pressure (mmHg): Systolic=111, Diastolic=72
12:26 - Blood Pressure (mmHg): Systolic=106, Diastolic=75
12:27 - Blood Pressure (mmHg): Systolic=108, Diastolic=73
12:28 - Blood Pressure (mmHg): Systolic=106, Diastolic=85
12:29 - Blood Pressure (mmHg): Systolic=123, Diastolic=87
12:30 - Blood Pressure (mmHg): Systolic=128, Diastolic=79
12:31 - Blood Pressure (mmHg): Systolic=109, Diastolic=82
12:32 - Blood Pressure (mmHg): Systolic=101, Diastolic=79
12:33 - Blood Pressure (mmHg): Systolic=110, Diastolic=90
12:34 - Blood Pressure (mmHg): Systolic=129, Diastolic=90
12:35 - Blood Pressure (mmHg): Systolic=118, Diastolic=70
12:36 - Blood Pressure (mmHg): Systolic=122, Diastolic=85
12:37 - Blood Pressure (mmHg): Systolic=111, Diastolic=73
12:38 - Blood Pressure (mmHg): Systolic=128, Diastolic=81
12:39 - Blood Pressure (mmHg): Systolic=125, Diastolic=88
12:40 - Blood Pressure (mmHg): Systolic=123, Diastolic=74
12:41 - Blood Pressure (mmHg): Systolic=100, Diastolic=83
12:42 - Blood Pressure (mmHg): Systolic=101, Diastolic=90
12:43 - Blood Pressure (mmHg): Systolic=125, Diastolic=75
12:44 - Blood Pressure (mmHg): Systolic=111, Diastolic=88
12:45 - Blood Pressure (mmHg): Systolic=106, Diastolic=71
12:46 - Blood Pressure (mmHg): Systolic=103, Diastolic=73
12:47 - Blood Pressure (mmHg): Systolic=108, Diastolic=90
12:48 - Blood Pressure (mmHg): Systolic=102, Diastolic=74
12:49 - Blood Pressure (mmHg): Systolic=120, Diastolic=76
12:50 - Blood Pressure (mmHg): Systolic=126, Diastolic=79
12:51 - Blood Pressure (mmHg): Systolic=125, Diastolic=80
12:52 - Blood Pressure (mmHg): Systolic=117, Diastolic=74
12:53 - Blood Pressure (mmHg): Systolic=113, Diastolic=78
12:54 - Blood Pressure (mmHg): Systolic=109, Diastolic=76
12:55 - Blood Pressure (mmHg): Systolic=100, Diastolic=71
12:56 - Blood Pressure (mmHg): Systolic=113, Diastolic=90
12:57 - Blood Pressure (mmHg): Systolic=116, Diastolic=84
12:58 - Blood Pressure (mmHg): Systolic=101, Diastolic=86
12:59 - Blood Pressure (mmHg): Systolic=116, Diastolic=86
13:00 - Blood Pressure (mmHg): Systolic=128, Diastolic=85
13:01 - Blood Pressure (mmHg): Systolic=114, Diastolic=77
13:02 - Blood Pressure (mmHg): Systolic=104, Diastolic=87
13:03 - Blood Pressure (mmHg): Systolic=109, Diastolic=82
13:04 - Blood Pressure (mmHg): Systolic=115, Diastolic=87
13:05 - Blood Pressure (mmHg): Systolic=126, Diastolic=85
13:06 - Blood Pressure (mmHg): Systolic=128, Diastolic=84
13:07 - Blood Pressure (mmHg): Systolic=124, Diastolic=77
13:08 - Blood Pressure (mmHg): Systolic=117, Diastolic=80
13:09 - Blood Pressure (mmHg): Systolic=120, Diastolic=75
13:10 - Blood Pressure (mmHg): Systolic=109, Diastolic=86
13:11 - Blood Pressure (mmHg): Systolic=115, Diastolic=78
13:12 - Blood Pressure (mmHg): Systolic=127, Diastolic=79
13:13 - Blood Pressure (mmHg): Systolic=119, Diastolic=82
13:14 - Blood Pressure (mmHg): Systolic=130, Diastolic=81
13:15 - Blood Pressure (mmHg): Systolic=117, Diastolic=85
13:16 - Blood Pressure (mmHg): Systolic=125, Diastolic=90
13:17 - Blood Pressure (mmHg): Systolic=115, Diastolic=74
13:18 - Blood Pressure (mmHg): Systolic=114, Diastolic=84
13:19 - Blood Pressure (mmHg): Systolic=125, Diastolic=79
13:20 - Blood Pressure (mmHg): Systolic=120, Diastolic=81
13:21 - Blood Pressure (mmHg): Systolic=130, Diastolic=82
13:22 - Blood Pressure (mmHg): Systolic=119, Diastolic=78
13:23 - Blood Pressure (mmHg): Systolic=102, Diastolic=75
13:24 - Blood Pressure (mmHg): Systolic=123, Diastolic=90
13:25 - Blood Pressure (mmHg): Systolic=130, Diastolic=85
13:26 - Blood Pressure (mmHg): Systolic=109, Diastolic=75
13:27 - Blood Pressure (mmHg): Systolic=123, Diastolic=88
13:28 - Blood Pressure (mmHg): Systolic=106, Diastolic=81
13:29 - Blood Pressure (mmHg): Systolic=116, Diastolic=89
13:30 - Blood Pressure (mmHg): Systolic=118, Diastolic=70
13:31 - Blood Pressure (mmHg): Systolic=125, Diastolic=74
13:32 - Blood Pressure (mmHg): Systolic=124, Diastolic=77
13:33 - Blood Pressure (mmHg): Systolic=111, Diastolic=73
13:34 - Blood Pressure (mmHg): Systolic=106, Diastolic=84
13:35 - Blood Pressure (mmHg): Systolic=112, Diastolic=73
13:36 - Blood Pressure (mmHg): Systolic=102, Diastolic=82
13:37 - Blood Pressure (mmHg): Systolic=111, Diastolic=80
13:38 - Blood Pressure (mmHg): Systolic=111, Diastolic=77
13:39 - Blood Pressure (mmHg): Systolic=117, Diastolic=74
13:40 - Blood Pressure (mmHg): Systolic=116, Diastolic=73
13:41 - Blood Pressure (mmHg): Systolic=109, Diastolic=88
13:42 - Blood Pressure (mmHg): Systolic=120, Diastolic=85
13:43 - Blood Pressure (mmHg): Systolic=115, Diastolic=73
13:44 - Blood Pressure (mmHg): Systolic=106, Diastolic=80
13:45 - Blood Pressure (mmHg): Systolic=107, Diastolic=77
13:46 - Blood Pressure (mmHg): Systolic=129, Diastolic=82
13:47 - Blood Pressure (mmHg): Systolic=100, Diastolic=73
13:48 - Blood Pressure (mmHg): Systolic=118, Diastolic=82
13:49 - Blood Pressure (mmHg): Systolic=121, Diastolic=71
13:50 - Blood Pressure (mmHg): Systolic=124, Diastolic=74
13:51 - Blood Pressure (mmHg): Systolic=115, Diastolic=87
13:52 - Blood Pressure (mmHg): Systolic=115, Diastolic=90
13:53 - Blood Pressure (mmHg): Systolic=112, Diastolic=89
13:54 - Blood Pressure (mmHg): Systolic=120, Diastolic=78
13:55 - Blood Pressure (mmHg): Systolic=118, Diastolic=78
13:56 - Blood Pressure (mmHg): Systolic=113, Diastolic=75
13:57 - Blood Pressure (mmHg): Systolic=125, Diastolic=77
13:58 - Blood Pressure (mmHg): Systolic=112, Diastolic=90
13:59 - Blood Pressure (mmHg): Systolic=103, Diastolic=77
14:00 - Blood Pressure (mmHg): Systolic=118, Diastolic=86
14:01 - Blood Pressure (mmHg): Systolic=126, Diastolic=71
14:02 - Blood Pressure (mmHg): Systolic=117, Diastolic=76
14:03 - Blood Pressure (mmHg): Systolic=109, Diastolic=80
14:04 - Blood Pressure (mmHg): Systolic=115, Diastolic=73
14:05 - Blood Pressure (mmHg): Systolic=121, Diastolic=78
