00:00 - Blood Pressure (mmHg): Systolic=118, Diastolic=78
07:03 - Blood Pressure (mmHg): Systolic=91, Diastolic=73
07:04 - Blood Pressure (mmHg): Systolic=103, Diastolic=76
07:05 - Blood Pressure (mmHg): Systolic=97, Diastolic=75
07:06 - Blood Pressure (mmHg): Systolic=115, Diastolic=63
07:07 - Blood Pressure (mmHg): Systolic=108, Diastolic=63
07:08 - Blood Pressure (mmHg): Systolic=92, Diastolic=65
07:09 - Blood Pressure (mmHg): Systolic=103, Diastolic=68
07:10 - Blood Pressure (mmHg): Systolic=97, Diastolic=67
07:11 - Blood Pressure (mmHg): Systolic=91, Diastolic=60
07:12 - Blood Pressure (mmHg): Systolic=119, Diastolic=75
07:13 - Blood Pressure (mmHg): Systolic=97, Diastolic=65
07:14 - Blood Pressure (mmHg): Systolic=90, Diastolic=66
07:15 - Blood Pressure (mmHg): Systolic=108, Diastolic=62
07:16 - Blood Pressure (mmHg): Systolic=91, Diastolic=71
07:17 - Blood Pressure (mmHg): Systolic=120, Diastolic=77
07:18 - Blood Pressure (mmHg): Systolic=116, Diastolic=76
07:19 - Blood Pressure (mmHg): Systolic=114, Diastolic=67
07:20 - Blood Pressure (mmHg): Systolic=92, Diastolic=72
07:21 - Blood Pressure (mmHg): Systolic=118, Diastolic=76
07:22 - Blood Pressure (mmHg): Systolic=118, Diastolic=73
07:23 - Blood Pressure (mmHg): Systolic=119, Diastolic=66
07:24 - Blood Pressure (mmHg): Systolic=120, Diastolic=66
07:25 - Blood Pressure (mmHg): Systolic=112, Diastolic=77
07:26 - Blood Pressure (mmHg): Systolic=97, Diastolic=77
07:27 - Blood Pressure (mmHg): Systolic=107, Diastolic=65
07:28 - Blood Pressure (mmHg): Systolic=100, Diastolic=68
07:29 - Blood Pressure (mmHg): Systolic=95, Diastolic=65
07:30 - Blood Pressure (mmHg): Systolic=113, Diastolic=65
07:31 - Blood Pressure (mmHg): Systolic=108, Diastolic=70
07:32 - Blood Pressure (mmHg): Systolic=108, Diastolic=80
07:33 - Blood Pressure (mmHg): Systolic=101, Diastolic=65
07:34 - Blood Pressure (mmHg): Systolic=110, Diastolic=72
07:35 - Blood Pressure (mmHg): Systolic=96, Diastolic=77
07:36 - Blood Pressure (mmHg): Systolic=107, Diastolic=63
07:37 - Blood Pressure (mmHg): Systolic=100, Diastolic=74
07:38 - Blood Pressure (mmHg): Systolic=115, Diastolic=79
07:39 - Blood Pressure (mmHg): Systolic=98, Diastolic=73
07:40 - Blood Pressure (mmHg): Systolic=93, Diastolic=79
07:41 - Blood Pressure (mmHg): Systolic=103, Diastolic=70
07:42 - Blood Pressure (mmHg): Systolic=102, Diastolic=66
07:43 - Blood Pressure (mmHg): Systolic=93, Diastolic=65
07:44 - Blood Pressure (mmHg): Systolic=119, Diastolic=71
07:45 - Blood Pressure (mmHg): Systolic=95, Diastolic=72
07:46 - Blood Pressure (mmHg): Systolic=104, Diastolic=62
07:47 - Blood Pressure (mmHg): Systolic=103, Diastolic=64
07:48 - Blood Pressure (mmHg): Systolic=106, Diastolic=66
07:49 - Blood Pressure (mmHg): Systolic=119, Diastolic=66
07:50 - Blood Pressure (mmHg): Systolic=94, Diastolic=71
07:51 - Blood Pressure (mmHg): Systolic=96, Diastolic=64
07:52 - Blood Pressure (mmHg): Systolic=92, Diastolic=63
07:53 - Blood Pressure (mmHg): Systolic=99, Diastolic=74
07:54 - Blood Pressure (mmHg): Systolic=113, Diastolic=66
07:55 - Blood Pressure (mmHg): Systolic=91, Diastolic=64
07:56 - Blood Pressure (mmHg): Systolic=105, Diastolic=62
07:57 - Blood Pressure (mmHg): Systolic=104, Diastolic=61
07:58 - Blood Pressure (mmHg): Systolic=90, Diastolic=79
07:59 - Blood Pressure (mmHg): Systolic=114, Diastolic=60
08:00 - Blood Pressure (mmHg): Systolic=107, Diastolic=69
08:01 - Blood Pressure (mmHg): Systolic=95, Diastolic=80
08:02 - Blood Pressure (mmHg): Systolic=97, Diastolic=63
08:03 - Blood Pressure (mmHg): Systolic=95, Diastolic=62
08:04 - Blood Pressure (mmHg): Systolic=120, Diastolic=64
08:05 - Blood Pressure (mmHg): Systolic=111, Diastolic=68
08:06 - Blood Pressure (mmHg): Systolic=119, Diastolic=73
08:07 - Blood Pressure (mmHg): Systolic=92, Diastolic=63
08:08 - Blood Pressure (mmHg): Systolic=112, Diastolic=73
08:09 - Blood Pressure (mmHg): Systolic=92, Diastolic=67
08:10 - Blood Pressure (mmHg): Systolic=116, Diastolic=76
08:11 - Blood Pressure (mmHg): Systolic=117, Diastolic=63
08:12 - Blood Pressure (mmHg): Systolic=114, Diastolic=77
08:13 - Blood Pressure (mmHg): Systolic=97, Diastolic=76
08:14 - Blood Pressure (mmHg): Systolic=108, Diastolic=67
08:15 - Blood Pressure (mmHg): Systolic=111, Diastolic=64
08:16 - Blood Pressure (mmHg): Systolic=114, Diastolic=67
08:17 - Blood Pressure (mmHg): Systolic=119, Diastolic=73
08:18 - Blood Pressure (mmHg): Systolic=107, Diastolic=64
08:19 - Blood Pressure (mmHg): Systolic=91, Diastolic=77
08:20 - Blood Pressure (mmHg): Systolic=95, Diastolic=75
08:21 - Blood Pressure (mmHg): Systolic=106, Diastolic=69
08:22 - Blood Pressure (mmHg): Systolic=92, Diastolic=73
08:23 - Blood Pressure (mmHg): Systolic=97, Diastolic=61
08:24 - Blood Pressure (mmHg): Systolic=110, Diastolic=62
08:25 - Blood Pressure (mmHg): Systolic=116, Diastolic=69
08:26 - Blood Pressure (mmHg): Systolic=108, Diastolic=80
08:27 - Blood Pressure (mmHg): Systolic=110, Diastolic=67
08:28 - Blood Pressure (mmHg): Systolic=102, Diastolic=77
08:29 - Blood Pressure (mmHg): Systolic=110, Diastolic=68
08:30 - Blood Pressure (mmHg): Systolic=100, Diastolic=80
08:31 - Blood Pressure (mmHg): Systolic=101, Diastolic=80
08:32 - Blood Pressure (mmHg): Systolic=110, Diastolic=64
08:33 - Blood Pressure (mmHg): Systolic=94, Diastolic=79
08:34 - Blood Pressure (mmHg): Systolic=99, Diastolic=65
08:35 - Blood Pressure (mmHg): Systolic=98, Diastolic=68
08:36 - Blood Pressure (mmHg): Systolic=91, Diastolic=70
08:37 - Blood Pressure (mmHg): Systolic=100, Diastolic=74
08:38 - Blood Pressure (mmHg): Systolic=92, Diastolic=73
08:39 - Blood Pressure (mmHg): Systolic=95, Diastolic=66
08:40 - Blood Pressure (mmHg): Systolic=102, Diastolic=62
08:41 - Blood Pressure (mmHg): Systolic=92, Diastolic=71
08:42 - Blood Pressure (mmHg): Systolic=115, Diastolic=71
08:43 - Blood Pressure (mmHg): Systolic=106, Diastolic=79
08:44 - Blood Pressure (mmHg): Systolic=113, Diastolic=69
08:45 - Blood Pressure (mmHg): Systolic=106, Diastolic=64
08:46 - Blood Pressure (mmHg): Systolic=104, Diastolic=69
08:47 - Blood Pressure (mmHg): Systolic=101, Diastolic=65
08:48 - Blood Pressure (mmHg): Systolic=90, Diastolic=76
08:49 - Blood Pressure (mmHg): Systolic=112, Diastolic=73
08:50 - Blood Pressure (mmHg): Systolic=108, Diastolic=63
08:51 - Blood Pressure (mmHg): Systolic=119, Diastolic=73
08:52 - Blood Pressure (mmHg): Systolic=118, Diastolic=78
08:53 - Blood Pressure (mmHg): Systolic=97, Diastolic=77
08:54 - Blood Pressure (mmHg): Systolic=110, Diastolic=76
08:55 - Blood Pressure (mmHg): Systolic=117, Diastolic=77
08:56 - Blood Pressure (mmHg): Systolic=119, Diastolic=77
08:57 - Blood Pressure (mmHg): Systolic=111, Diastolic=74
08:58 - Blood Pressure (mmHg): Systolic=116, Diastolic=61
08:59 - Blood Pressure (mmHg): Systolic=117, Diastolic=68
09:00 - Blood Pressure (mmHg): Systolic=113, Diastolic=73
09:01 - Blood Pressure (mmHg): Systolic=91, Diastolic=65
09:02 - Blood Pressure (mmHg): Systolic=94, Diastolic=76
09:03 - Blood Pressure (mmHg): Systolic=105, Diastolic=61
09:04 - Blood Pressure (mmHg): Systolic=111, Diastolic=66
09:05 - Blood Pressure (mmHg): Systolic=120, Diastolic=75
09:06 - Blood Pressure (mmHg): Systolic=93, Diastolic=72
09:07 - Blood Pressure (mmHg): Systolic=112, Diastolic=64
09:08 - Blood Pressure (mmHg): Systolic=94, Diastolic=69
09:09 - Blood Pressure (mmHg): Systolic=105, Diastolic=75
09:10 - Blood Pressure (mmHg): Systolic=108, Diastolic=76
09:11 - Blood Pressure (mmHg): Systolic=114, Diastolic=69
09:12 - Blood Pressure (mmHg): Systolic=91, Diastolic=70
09:13 - Blood Pressure (mmHg): Systolic=109, Diastolic=70
09:14 - Blood Pressure (mmHg): Systolic=114, Diastolic=73
09:15 - Blood Pressure (mmHg): Systolic=92, Diastolic=78
09:16 - Blood Pressure (mmHg): Systolic=115, Diastolic=76
09:17 - Blood Pressure (mmHg): Systolic=93, Diastolic=63
09:18 - Blood Pressure (mmHg): Systolic=100, Diastolic=63
09:19 - Blood Pressure (mmHg): Systolic=103, Diastolic=60
09:20 - Blood Pressure (mmHg): Systolic=112, Diastolic=69
09:21 - Blood Pressure (mmHg): Systolic=108, Diastolic=62
09:22 - Blood Pressure (mmHg): Systolic=111, Diastolic=66
09:23 - Blood Pressure (mmHg): Systolic=115, Diastolic=72
09:24 - Blood Pressure (mmHg): Systolic=109, Diastolic=66
09:25 - Blood Pressure (mmHg): Systolic=101, Diastolic=73
09:26 - Blood Pressure (mmHg): Systolic=103, Diastolic=70
09:27 - Blood Pressure (mmHg): Systolic=114, Diastolic=65
09:28 - Blood Pressure (mmHg): Systolic=113, Diastolic=61
09:29 - Blood Pressure (mmHg): Systolic=91, Diastolic=78
09:30 - Blood Pressure (mmHg): Systolic=94, Diastolic=80
09:31 - Blood Pressure (mmHg): Systolic=100, Diastolic=73
09:32 - Blood Pressure (mmHg): Systolic=99, Diastolic=71
09:33 - Blood Pressure (mmHg): Systolic=110, Diastolic=71
09:34 - Blood Pressure (mmHg): Systolic=90, Diastolic=72
09:35 - Blood Pressure (mmHg): Systolic=119, Diastolic=80
09:36 - Blood Pressure (mmHg): Systolic=102, Diastolic=70
09:37 - Blood Pressure (mmHg): Systolic=99, Diastolic=78
09:38 - Blood Pressure (mmHg): Systolic=113, Diastolic=66
09:39 - Blood Pressure (mmHg): Systolic=98, Diastolic=73
09:40 - Blood Pressure (mmHg): Systolic=117, Diastolic=68
09:41 - Blood Pressure (mmHg): Systolic=104, Diastolic=63
09:42 - Blood Pressure (mmHg): Systolic=97, Diastolic=67
09:43 - Blood Pressure (mmHg): Systolic=105, Diastolic=74
09:44 - Blood Pressure (mmHg): Systolic=96, Diastolic=71
09:45 - Blood Pressure (mmHg): Systolic=97, Diastolic=60
09:46 - Blood Pressure (mmHg): Systolic=112, Diastolic=75
09:47 - Blood Pressure (mmHg): Systolic=120, Diastolic=80
09:48 - Blood Pressure (mmHg): Systolic=99, Diastolic=60
09:49 - Blood Pressure (mmHg): Systolic=116, Diastolic=78
09:50 - Blood Pressure (mmHg): Systolic=110, Diastolic=76
09:51 - Blood Pressure (mmHg): Systolic=97, Diastolic=62
09:52 - Blood Pressure (mmHg): Systolic=95, Diastolic=62
09:53 - Blood Pressure (mmHg): Systolic=97, Diastolic=66
09:54 - Blood Pressure (mmHg): Systolic=109, Diastolic=74
09:55 - Blood Pressure (mmHg): Systolic=115, Diastolic=70
09:56 - Blood Pressure (mmHg): Systolic=102, Diastolic=75
09:57 - Blood Pressure (mmHg): Systolic=111, Diastolic=75
09:58 - Blood Pressure (mmHg): Systolic=103, Diastolic=77
09:59 - Blood Pressure (mmHg): Systolic=106, Diastolic=71
10:00 - Blood Pressure (mmHg): Systolic=105, Diastolic=64
10:01 - Blood Pressure (mmHg): Systolic=97, Diastolic=66
10:02 - Blood Pressure (mmHg): Systolic=109, Diastolic=70
10:03 - Blood Pressure (mmHg): Systolic=100, Diastolic=76
10:04 - Blood Pressure (mmHg): Systolic=102, Diastolic=72
10:05 - Blood Pressure (mmHg): Systolic=106, Diastolic=72
10:06 - Blood Pressure (mmHg): Systolic=120, Diastolic=72
10:07 - Blood Pressure (mmHg): Systolic=116, Diastolic=68
10:08 - Blood Pressure (mmHg): Systolic=110, Diastolic=77
10:09 - Blood Pressure (mmHg): Systolic=116, Diastolic=72
10:10 - Blood Pressure (mmHg): Systolic=91, Diastolic=68
10:11 - Blood Pressure (mmHg): Systolic=93, Diastolic=79
10:12 - Blood Pressure (mmHg): Systolic=107, Diastolic=61
10:13 - Blood Pressure (mmHg): Systolic=95, Diastolic=68
10:14 - Blood Pressure (mmHg): Systolic=114, Diastolic=75
10:15 - Blood Pressure (mmHg): Systolic=117, Diastolic=62
10:16 - Blood Pressure (mmHg): Systolic=113, Diastolic=63
10:17 - Blood Pressure (mmHg): Systolic=112, Diastolic=80
10:18 - Blood Pressure (mmHg): Systolic=111, Diastolic=75
10:19 - Blood Pressure (mmHg): Systolic=116, Diastolic=64
10:20 - Blood Pressure (mmHg): Systolic=107, Diastolic=64
10:21 - Blood Pressure (mmHg): Systolic=94, Diastolic=62
10:22 - Blood Pressure (mmHg): Systolic=91, Diastolic=75
10:23 - Blood Pressure (mmHg): Systolic=106, Diastolic=75
10:24 - Blood Pressure (mmHg): Systolic=106, Diastolic=80
10:25 - Blood Pressure (mmHg): Systolic=110, Diastolic=78
10:26 - Blood Pressure (mmHg): Systolic=97, Diastolic=74
10:27 - Blood Pressure (mmHg): Systolic=96, Diastolic=69
10:28 - Blood Pressure (mmHg): Systolic=119, Diastolic=60
10:29 - Blood Pressure (mmHg): Systolic=94, Diastolic=63
10:30 - Blood Pressure (mmHg): Systolic=119, Diastolic=74
10:31 - Blood Pressure (mmHg): Systolic=104, Diastolic=74
10:32 - Blood Pressure (mmHg): Systolic=112, Diastolic=65
10:33 - Blood Pressure (mmHg): Systolic=106, Diastolic=75
10:34 - Blood Pressure (mmHg): Systolic=103, Diastolic=65
10:35 - Blood Pressure (mmHg): Systolic=105, Diastolic=69
10:36 - Blood Pressure (mmHg): Systolic=91, Diastolic=71
10:37 - Blood Pressure (mmHg): Systolic=114, Diastolic=74
10:38 - Blood Pressure (mmHg): Systolic=119, Diastolic=76
10:39 - Blood Pressure (mmHg): Systolic=93, Diastolic=76
10:40 - Blood Pressure (mmHg): Systolic=103, Diastolic=68
10:41 - Blood Pressure (mmHg): Systolic=120, Diastolic=70
10:42 - Blood Pressure (mmHg): Systolic=93, Diastolic=65
10:43 - Blood Pressure (mmHg): Systolic=103, Diastolic=72
10:44 - Blood Pressure (mmHg): Systolic=92, Diastolic=78
10:45 - Blood Pressure (mmHg): Systolic=104, Diastolic=72
10:46 - Blood Pressure (mmHg): Systolic=102, Diastolic=66
10:47 - Blood Pressure (mmHg): Systolic=116, Diastolic=63
10:48 - Blood Pressure (mmHg): Systolic=107, Diastolic=66
10:49 - Blood Pressure (mmHg): Systolic=91, Diastolic=77
10:50 - Blood Pressure (mmHg): Systolic=96, Diastolic=78
10:51 - Blood Pressure (mmHg): Systolic=114, Diastolic=63
10:52 - Blood Pressure (mmHg): Systolic=107, Diastolic=67
10:53 - Blood Pressure (mmHg): Systolic=91, Diastolic=75
10:54 - Blood Pressure (mmHg): Systolic=110, Diastolic=80
10:55 - Blood Pressure (mmHg): Systolic=95, Diastolic=72
10:56 - Blood Pressure (mmHg): Systolic=93, Diastolic=72
10:57 - Blood Pressure (mmHg): Systolic=106, Diastolic=77
10:58 - Blood Pressure (mmHg): Systolic=94, Diastolic=76
10:59 - Blood Pressure (mmHg): Systolic=112, Diastolic=66
11:00 - Blood Pressure (mmHg): Systolic=104, Diastolic=64
11:01 - Blood Pressure (mmHg): Systolic=109, Diastolic=75
11:02 - Blood Pressure (mmHg): Systolic=90, Diastolic=80
11:03 - Blood Pressure (mmHg): Systolic=118, Diastolic=67
11:04 - Blood Pressure (mmHg): Systolic=109, Diastolic=67
11:05 - Blood Pressure (mmHg): Systolic=120, Diastolic=63
11:06 - Blood Pressure (mmHg): Systolic=108, Diastolic=70
11:07 - Blood Pressure (mmHg): Systolic=119, Diastolic=69
11:08 - Blood Pressure (mmHg): Systolic=115, Diastolic=71
11:09 - Blood Pressure (mmHg): Systolic=96, Diastolic=72
11:10 - Blood Pressure (mmHg): Systolic=102, Diastolic=63
11:11 - Blood Pressure (mmHg): Systolic=91, Diastolic=71
11:12 - Blood Pressure (mmHg): Systolic=120, Diastolic=69
11:13 - Blood Pressure (mmHg): Systolic=113, Diastolic=80
11:14 - Blood Pressure (mmHg): Systolic=115, Diastolic=76
11:15 - Blood Pressure (mmHg): Systolic=114, Diastolic=61
11:16 - Blood Pressure (mmHg): Systolic=103, Diastolic=72
11:17 - Blood Pressure (mmHg): Systolic=103, Diastolic=75
11:18 - Blood Pressure (mmHg): Systolic=109, Diastolic=74
11:19 - Blood Pressure (mmHg): Systolic=98, Diastolic=79
11:20 - Blood Pressure (mmHg): Systolic=117, Diastolic=75
11:21 - Blood Pressure (mmHg): Systolic=98, Diastolic=68
11:22 - Blood Pressure (mmHg): Systolic=93, Diastolic=60
11:23 - Blood Pressure (mmHg): Systolic=92, Diastolic=68
11:24 - Blood Pressure (mmHg): Systolic=107, Diastolic=76
11:25 - Blood Pressure (mmHg): Systolic=97, Diastolic=72
11:26 - Blood Pressure (mmHg): Systolic=95, Diastolic=60
11:27 - Blood Pressure (mmHg): Systolic=93, Diastolic=74
11:28 - Blood Pressure (mmHg): Systolic=114, Diastolic=63
11:29 - Blood Pressure (mmHg): Systolic=112, Diastolic=65
11:30 - Blood Pressure (mmHg): Systolic=99, Diastolic=73
11:31 - Blood Pressure (mmHg): Systolic=99, Diastolic=63
11:32 - Blood Pressure (mmHg): Systolic=120, Diastolic=62
11:33 - Blood Pressure (mmHg): Systolic=100, Diastolic=76
11:34 - Blood Pressure (mmHg): Systolic=108, Diastolic=60
11:35 - Blood Pressure (mmHg): Systolic=107, Diastolic=67
11:36 - Blood Pressure (mmHg): Systolic=101, Diastolic=73
11:37 - Blood Pressure (mmHg): Systolic=117, Diastolic=60
11:38 - Blood Pressure (mmHg): Systolic=106, Diastolic=66
11:39 - Blood Pressure (mmHg): Systolic=113, Diastolic=73
11:40 - Blood Pressure (mmHg): Systolic=114, Diastolic=71
11:41 - Blood Pressure (mmHg): Systolic=110, Diastolic=68
11:42 - Blood Pressure (mmHg): Systolic=94, Diastolic=69
11:43 - Blood Pressure (mmHg): Systolic=118, Diastolic=73
11:44 - Blood Pressure (mmHg): Systolic=93, Diastolic=62
11:45 - Blood Pressure (mmHg): Systolic=115, Diastolic=62
11:46 - Blood Pressure (mmHg): Systolic=94, Diastolic=66
11:47 - Blood Pressure (mmHg): Systolic=92, Diastolic=65
11:48 - Blood Pressure (mmHg): Systolic=120, Diastolic=80
11:49 - Blood Pressure (mmHg): Systolic=91, Diastolic=72
11:50 - Blood Pressure (mmHg): Systolic=102, Diastolic=77
11:51 - Blood Pressure (mmHg): Systolic=101, Diastolic=72
11:52 - Blood Pressure (mmHg): Systolic=117, Diastolic=64
11:53 - Blood Pressure (mmHg): Systolic=112, Diastolic=71
11:54 - Blood Pressure (mmHg): Systolic=108, Diastolic=71
11:55 - Blood Pressure (mmHg): Systolic=94, Diastolic=62
11:56 - Blood Pressure (mmHg): Systolic=94, Diastolic=72
11:57 - Blood Pressure (mmHg): Systolic=113, Diastolic=64
11:58 - Blood Pressure (mmHg): Systolic=116, Diastolic=74
11:59 - Blood Pressure (mmHg): Systolic=95, Diastolic=70
12:00 - Blood Pressure (mmHg): Systolic=108, Diastolic=80
12:01 - Blood Pressure (mmHg): Systolic=105, Diastolic=71
12:02 - Blood Pressure (mmHg): Systolic=103, Diastolic=67
12:03 - Blood Pressure (mmHg): Systolic=110, Diastolic=61
12:04 - Blood Pressure (mmHg): Systolic=113, Diastolic=75
12:05 - Blood Pressure (mmHg): Systolic=118, Diastolic=80
12:06 - Blood Pressure (mmHg): Systolic=101, Diastolic=65
12:07 - Blood Pressure (mmHg): Systolic=107, Diastolic=70
12:08 - Blood Pressure (mmHg): Systolic=100, Diastolic=74
12:09 - Blood Pressure (mmHg): Systolic=104, Diastolic=63
12:10 - Blood Pressure (mmHg): Systolic=104, Diastolic=73
12:11 - Blood Pressure (mmHg): Systolic=93, Diastolic=60
12:12 - Blood Pressure (mmHg): Systolic=113, Diastolic=76
12:13 - Blood Pressure (mmHg): Systolic=104, Diastolic=79
12:14 - Blood Pressure (mmHg): Systolic=109, Diastolic=71
12:15 - Blood Pressure (mmHg): Systolic=110, Diastolic=72
12:16 - Blood Pressure (mmHg): Systolic=114, Diastolic=80
12:17 - Blood Pressure (mmHg): Systolic=114, Diastolic=72
12:18 - Blood Pressure (mmHg): Systolic=93, Diastolic=62
12:19 - Blood Pressure (mmHg): Systolic=120, Diastolic=75
12:20 - Blood Pressure (mmHg): Systolic=97, Diastolic=70
12:21 - Blood Pressure (mmHg): Systolic=109, Diastolic=67
12:22 - Blood Pressure (mmHg): Systolic=107, Diastolic=72
12:23 - Blood Pressure (mmHg): Systolic=100, Diastolic=78
12:24 - Blood Pressure (mmHg): Systolic=94, Diastolic=79
12:25 - Blood Pressure (mmHg): Systolic=113, Diastolic=70
12:26 - Blood Pressure (mmHg): Systolic=119, Diastolic=80
12:27 - Blood Pressure (mmHg): Systolic=102, Diastolic=69
12:28 - Blood Pressure (mmHg): Systolic=110, Diastolic=73
12:29 - Blood Pressure (mmHg): Systolic=119, Diastolic=70
12:30 - Blood Pressure (mmHg): Systolic=114, Diastolic=70
12:31 - Blood Pressure (mmHg): Systolic=109, Diastolic=60
12:32 - Blood Pressure (mmHg): Systolic=105, Diastolic=60
12:33 - Blood Pressure (mmHg): Systolic=114, Diastolic=64
12:34 - Blood Pressure (mmHg): Systolic=97, Diastolic=73
12:35 - Blood Pressure (mmHg): Systolic=92, Diastolic=70
12:36 - Blood Pressure (mmHg): Systolic=90, Diastolic=63
12:37 - Blood Pressure (mmHg): Systolic=120, Diastolic=61
12:38 - Blood Pressure (mmHg): Systolic=98, Diastolic=61
12:39 - Blood Pressure (mmHg): Systolic=103, Diastolic=63
12:40 - Blood Pressure (mmHg): Systolic=115, Diastolic=64
12:41 - Blood Pressure (mmHg): Systolic=116, Diastolic=77
12:42 - Blood Pressure (mmHg): Systolic=105, Diastolic=65
12:43 - Blood Pressure (mmHg): Systolic=97, Diastolic=72
12:44 - Blood Pressure (mmHg): Systolic=97, Diastolic=65
12:45 - Blood Pressure (mmHg): Systolic=109, Diastolic=62
12:46 - Blood Pressure (mmHg): Systolic=118, Diastolic=62
12:47 - Blood Pressure (mmHg): Systolic=119, Diastolic=80
12:48 - Blood Pressure (mmHg): Systolic=114, Diastolic=70
12:49 - Blood Pressure (mmHg): Systolic=102, Diastolic=66
12:50 - Blood Pressure (mmHg): Systolic=90, Diastolic=80
12:51 - Blood Pressure (mmHg): Systolic=94, Diastolic=61
12:52 - Blood Pressure (mmHg): Systolic=114, Diastolic=65
12:53 - Blood Pressure (mmHg): Systolic=119, Diastolic=80
12:54 - Blood Pressure (mmHg): Systolic=93, Diastolic=70
12:55 - Blood Pressure (mmHg): Systolic=120, Diastolic=60
12:56 - Blood Pressure (mmHg): Systolic=120, Diastolic=78
12:57 - Blood Pressure (mmHg): Systolic=118, Diastolic=63
12:58 - Blood Pressure (mmHg): Systolic=95, Diastolic=79
12:59 - Blood Pressure (mmHg): Systolic=112, Diastolic=75
13:00 - Blood Pressure (mmHg): Systolic=96, Diastolic=71
13:01 - Blood Pressure (mmHg): Systolic=114, Diastolic=60
13:02 - Blood Pressure (mmHg): Systolic=107, Diastolic=70
13:03 - Blood Pressure (mmHg): Systolic=105, Diastolic=78
13:04 - Blood Pressure (mmHg): Systolic=104, Diastolic=76
13:05 - Blood Pressure (mmHg): Systolic=100, Diastolic=76
13:06 - Blood Pressure (mmHg): Systolic=92, Diastolic=73
13:07 - Blood Pressure (mmHg): Systolic=117, Diastolic=67
13:08 - Blood Pressure (mmHg): Systolic=107, Diastolic=60
13:09 - Blood Pressure (mmHg): Systolic=119, Diastolic=75
13:10 - Blood Pressure (mmHg): Systolic=115, Diastolic=64
13:11 - Blood Pressure (mmHg): Systolic=108, Diastolic=70
13:12 - Blood Pressure (mmHg): Systolic=105, Diastolic=62
13:13 - Blood Pressure (mmHg): Systolic=102, Diastolic=71
13:14 - Blood Pressure (mmHg): Systolic=104, Diastolic=73
13:15 - Blood Pressure (mmHg): Systolic=110, Diastolic=64
13:16 - Blood Pressure (mmHg): Systolic=106, Diastolic=76
13:17 - Blood Pressure (mmHg): Systolic=99, Diastolic=65
13:18 - Blood Pressure (mmHg): Systolic=109, Diastolic=76
13:19 - Blood Pressure (mmHg): Systolic=94, Diastolic=79
13:20 - Blood Pressure (mmHg): Systolic=110, Diastolic=63
13:21 - Blood Pressure (mmHg): Systolic=99, Diastolic=70
13:22 - Blood Pressure (mmHg): Systolic=92, Diastolic=77
13:23 - Blood Pressure (mmHg): Systolic=110, Diastolic=63
13:24 - Blood Pressure (mmHg): Systolic=119, Diastolic=69
13:25 - Blood Pressure (mmHg): Systolic=110, Diastolic=77
13:26 - Blood Pressure (mmHg): Systolic=90, Diastolic=77
13:27 - Blood Pressure (mmHg): Systolic=95, Diastolic=78
13:28 - Blood Pressure (mmHg): Systolic=108, Diastolic=65
13:29 - Blood Pressure (mmHg): Systolic=95, Diastolic=78
13:30 - Blood Pressure (mmHg): Systolic=93, Diastolic=63
13:31 - Blood Pressure (mmHg): Systolic=94, Diastolic=63
13:32 - Blood Pressure (mmHg): Systolic=111, Diastolic=78
13:33 - Blood Pressure (mmHg): Systolic=102, Diastolic=72
13:34 - Blood Pressure (mmHg): Systolic=100, Diastolic=66
13:35 - Blood Pressure (mmHg): Systolic=96, Diastolic=61
13:36 - Blood Pressure (mmHg): Systolic=90, Diastolic=60
13:37 - Blood Pressure (mmHg): Systolic=105, Diastolic=80
13:38 - Blood Pressure (mmHg): Systolic=103, Diastolic=71
13:39 - Blood Pressure (mmHg): Systolic=104, Diastolic=78
13:40 - Blood Pressure (mmHg): Systolic=106, Diastolic=71
13:41 - Blood Pressure (mmHg): Systolic=102, Diastolic=61
13:42 - Blood Pressure (mmHg): Systolic=91, Diastolic=80
13:43 - Blood Pressure (mmHg): Systolic=110, Diastolic=62
13:44 - Blood Pressure (mmHg): Systolic=117, Diastolic=76
13:45 - Blood Pressure (mmHg): Systolic=113, Diastolic=67
13:46 - Blood Pressure (mmHg): Systolic=115, Diastolic=70
13:47 - Blood Pressure (mmHg): Systolic=119, Diastolic=80
13:48 - Blood Pressure (mmHg): Systolic=106, Diastolic=80
13:49 - Blood Pressure (mmHg): Systolic=97, Diastolic=61
13:50 - Blood Pressure (mmHg): Systolic=111, Diastolic=71
13:51 - Blood Pressure (mmHg): Systolic=111, Diastolic=72
13:52 - Blood Pressure (mmHg): Systolic=104, Diastolic=70
13:53 - Blood Pressure (mmHg): Systolic=100, Diastolic=76
13:54 - Blood Pressure (mmHg): Systolic=109, Diastolic=67
13:55 - Blood Pressure (mmHg): Systolic=105, Diastolic=76
13:56 - Blood Pressure (mmHg): Systolic=104, Diastolic=63
13:57 - Blood Pressure (mmHg): Systolic=103, Diastolic=74
13:58 - Blood Pressure (mmHg): Systolic=93, Diastolic=70
13:59 - Blood Pressure (mmHg): Systolic=118, Diastolic=80
14:00 - Blood Pressure (mmHg): Systolic=118, Diastolic=62
14:01 - Blood Pressure (mmHg): Systolic=97, Diastolic=67
14:02 - Blood Pressure (mmHg): Systolic=117, Diastolic=72
14:03 - Blood Pressure (mmHg): Systolic=102, Diastolic=63
14:04 - Blood Pressure (mmHg): Systolic=105, Diastolic=75
14:05 - Blood Pressure (mmHg): Systolic=115, Diastolic=76
