00:00 - Blood Pressure (mmHg): Systolic=134, Diastolic=88
07:03 - Blood Pressure (mmHg): Systolic=121, Diastolic=81
07:04 - Blood Pressure (mmHg): Systolic=139, Diastolic=87
07:05 - Blood Pressure (mmHg): Systolic=142, Diastolic=97
07:06 - Blood Pressure (mmHg): Systolic=155, Diastolic=83
07:07 - Blood Pressure (mmHg): Systolic=123, Diastolic=82
07:08 - Blood Pressure (mmHg): Systolic=148, Diastolic=85
07:09 - Blood Pressure (mmHg): Systolic=152, Diastolic=90
07:10 - Blood Pressure (mmHg): Systolic=126, Diastolic=90
07:11 - Blood Pressure (mmHg): Systolic=149, Diastolic=91
07:12 - Blood Pressure (mmHg): Systolic=149, Diastolic=93
07:13 - Blood Pressure (mmHg): Systolic=142, Diastolic=92
07:14 - Blood Pressure (mmHg): Systolic=130, Diastolic=81
07:15 - Blood Pressure (mmHg): Systolic=129, Diastolic=99
07:16 - Blood Pressure (mmHg): Systolic=138, Diastolic=93
07:17 - Blood Pressure (mmHg): Systolic=120, Diastolic=92
07:18 - Blood Pressure (mmHg): Systolic=154, Diastolic=82
07:19 - Blood Pressure (mmHg): Systolic=130, Diastolic=98
07:20 - Blood Pressure (mmHg): Systolic=126, Diastolic=90
07:21 - Blood Pressure (mmHg): Systolic=149, Diastolic=92
07:22 - Blood Pressure (mmHg): Systolic=141, Diastolic=94
07:23 - Blood Pressure (mmHg): Systolic=139, Diastolic=80
07:24 - Blood Pressure (mmHg): Systolic=155, Diastolic=83
07:25 - Blood Pressure (mmHg): Systolic=136, Diastolic=85
07:26 - Blood Pressure (mmHg): Systolic=129, Diastolic=90
07:27 - Blood Pressure (mmHg): Systolic=132, Diastolic=94
07:28 - Blood Pressure (mmHg): Systolic=154, Diastolic=83
07:29 - Blood Pressure (mmHg): Systolic=125, Diastolic=99
07:30 - Blood Pressure (mmHg): Systolic=129, Diastolic=83
07:31 - Blood Pressure (mmHg): Systolic=122, Diastolic=83
07:32 - Blood Pressure (mmHg): Systolic=133, Diastolic=95
07:33 - Blood Pressure (mmHg): Systolic=135, Diastolic=86
07:34 - Blood Pressure (mmHg): Systolic=130, Diastolic=91
07:35 - Blood Pressure (mmHg): Systolic=160, Diastolic=85
07:36 - Blood Pressure (mmHg): Systolic=143, Diastolic=88
07:37 - Blood Pressure (mmHg): Systolic=150, Diastolic=84
07:38 - Blood Pressure (mmHg): Systolic=137, Diastolic=85
07:39 - Blood Pressure (mmHg): Systolic=142, Diastolic=82
07:40 - Blood Pressure (mmHg): Systolic=121, Diastolic=80
07:41 - Blood Pressure (mmHg): Systolic=121, Diastolic=89
07:42 - Blood Pressure (mmHg): Systolic=136, Diastolic=83
07:43 - Blood Pressure (mmHg): Systolic=126, Diastolic=97
07:44 - Blood Pressure (mmHg): Systolic=134, Diastolic=94
07:45 - Blood Pressure (mmHg): Systolic=130, Diastolic=90
07:46 - Blood Pressure (mmHg): Systolic=145, Diastolic=95
07:47 - Blood Pressure (mmHg): Systolic=143, Diastolic=90
07:48 - Blood Pressure (mmHg): Systolic=134, Diastolic=92
07:49 - Blood Pressure (mmHg): Systolic=139, Diastolic=98
07:50 - Blood Pressure (mmHg): Systolic=130, Diastolic=90
07:51 - Blood Pressure (mmHg): Systolic=142, Diastolic=86
07:52 - Blood Pressure (mmHg): Systolic=153, Diastolic=80
07:53 - Blood Pressure (mmHg): Systolic=120, Diastolic=98
07:54 - Blood Pressure (mmHg): Systolic=154, Diastolic=85
07:55 - Blood Pressure (mmHg): Systolic=139, Diastolic=95
07:56 - Blood Pressure (mmHg): Systolic=131, Diastolic=94
07:57 - Blood Pressure (mmHg): Systolic=144, Diastolic=99
07:58 - Blood Pressure (mmHg): Systolic=156, Diastolic=82
07:59 - Blood Pressure (mmHg): Systolic=137, Diastolic=93
08:00 - Blood Pressure (mmHg): Systolic=128, Diastolic=99
08:01 - Blood Pressure (mmHg): Systolic=128, Diastolic=91
08:02 - Blood Pressure (mmHg): Systolic=159, Diastolic=83
08:03 - Blood Pressure (mmHg): Systolic=130, Diastolic=85
08:04 - Blood Pressure (mmHg): Systolic=130, Diastolic=96
08:05 - Blood Pressure (mmHg): Systolic=146, Diastolic=98
08:06 - Blood Pressure (mmHg): Systolic=131, Diastolic=82
08:07 - Blood Pressure (mmHg): Systolic=138, Diastolic=80
08:08 - Blood Pressure (mmHg): Systolic=137, Diastolic=90
08:09 - Blood Pressure (mmHg): Systolic=123, Diastolic=91
08:10 - Blood Pressure (mmHg): Systolic=145, Diastolic=87
08:11 - Blood Pressure (mmHg): Systolic=124, Diastolic=88
08:12 - Blood Pressure (mmHg): Systolic=143, Diastolic=95
08:13 - Blood Pressure (mmHg): Systolic=158, Diastolic=87
08:14 - Blood Pressure (mmHg): Systolic=145, Diastolic=91
08:15 - Blood Pressure (mmHg): Systolic=153, Diastolic=87
08:16 - Blood Pressure (mmHg): Systolic=134, Diastolic=97
08:17 - Blood Pressure (mmHg): Systolic=122, Diastolic=93
08:18 - Blood Pressure (mmHg): Systolic=135, Diastolic=94
08:19 - Blood Pressure (mmHg): Systolic=130, Diastolic=95
08:20 - Blood Pressure (mmHg): Systolic=130, Diastolic=95
08:21 - Blood Pressure (mmHg): Systolic=145, Diastolic=99
08:22 - Blood Pressure (mmHg): Systolic=127, Diastolic=95
08:23 - Blood Pressure (mmHg): Systolic=121, Diastolic=97
08:24 - Blood Pressure (mmHg): Systolic=132, Diastolic=93
08:25 - Blood Pressure (mmHg): Systolic=125, Diastolic=100
08:26 - Blood Pressure (mmHg): Systolic=152, Diastolic=85
08:27 - Blood Pressure (mmHg): Systolic=138, Diastolic=82
08:28 - Blood Pressure (mmHg): Systolic=159, Diastolic=94
08:29 - Blood Pressure (mmHg): Systolic=128, Diastolic=82
08:30 - Blood Pressure (mmHg): Systolic=154, Diastolic=95
08:31 - Blood Pressure (mmHg): Systolic=121, Diastolic=85
08:32 - Blood Pressure (mmHg): Systolic=122, Diastolic=86
08:33 - Blood Pressure (mmHg): Systolic=125, Diastolic=86
08:34 - Blood Pressure (mmHg): Systolic=140, Diastolic=80
08:35 - Blood Pressure (mmHg): Systolic=130, Diastolic=97
08:36 - Blood Pressure (mmHg): Systolic=152, Diastolic=85
08:37 - Blood Pressure (mmHg): Systolic=135, Diastolic=81
08:38 - Blood Pressure (mmHg): Systolic=142, Diastolic=98
08:39 - Blood Pressure (mmHg): Systolic=133, Diastolic=88
08:40 - Blood Pressure (mmHg): Systolic=146, Diastolic=87
08:41 - Blood Pressure (mmHg): Systolic=158, Diastolic=81
08:42 - Blood Pressure (mmHg): Systolic=151, Diastolic=89
08:43 - Blood Pressure (mmHg): Systolic=129, Diastolic=82
08:44 - Blood Pressure (mmHg): Systolic=124, Diastolic=84
08:45 - Blood Pressure (mmHg): Systolic=134, Diastolic=91
08:46 - Blood Pressure (mmHg): Systolic=140, Diastolic=82
08:47 - Blood Pressure (mmHg): Systolic=151, Diastolic=94
08:48 - Blood Pressure (mmHg): Systolic=129, Diastolic=88
08:49 - Blood Pressure (mmHg): Systolic=158, Diastolic=84
08:50 - Blood Pressure (mmHg): Systolic=160, Diastolic=81
08:51 - Blood Pressure (mmHg): Systolic=151, Diastolic=88
08:52 - Blood Pressure (mmHg): Systolic=149, Diastolic=92
08:53 - Blood Pressure (mmHg): Systolic=130, Diastolic=99
08:54 - Blood Pressure (mmHg): Systolic=156, Diastolic=84
08:55 - Blood Pressure (mmHg): Systolic=124, Diastolic=82
08:56 - Blood Pressure (mmHg): Systolic=157, Diastolic=82
08:57 - Blood Pressure (mmHg): Systolic=148, Diastolic=85
08:58 - Blood Pressure (mmHg): Systolic=157, Diastolic=88
08:59 - Blood Pressure (mmHg): Systolic=160, Diastolic=82
09:00 - Blood Pressure (mmHg): Systolic=125, Diastolic=81
09:01 - Blood Pressure (mmHg): Systolic=128, Diastolic=95
09:02 - Blood Pressure (mmHg): Systolic=143, Diastolic=86
09:03 - Blood Pressure (mmHg): Systolic=128, Diastolic=80
09:04 - Blood Pressure (mmHg): Systolic=127, Diastolic=87
09:05 - Blood Pressure (mmHg): Systolic=156, Diastolic=91
09:06 - Blood Pressure (mmHg): Systolic=131, Diastolic=88
09:07 - Blood Pressure (mmHg): Systolic=153, Diastolic=91
09:08 - Blood Pressure (mmHg): Systolic=143, Diastolic=82
09:09 - Blood Pressure (mmHg): Systolic=148, Diastolic=100
09:10 - Blood Pressure (mmHg): Systolic=130, Diastolic=98
09:11 - Blood Pressure (mmHg): Systolic=123, Diastolic=92
09:12 - Blood Pressure (mmHg): Systolic=131, Diastolic=99
09:13 - Blood Pressure (mmHg): Systolic=145, Diastolic=98
09:14 - Blood Pressure (mmHg): Systolic=139, Diastolic=86
09:15 - Blood Pressure (mmHg): Systolic=154, Diastolic=87
09:16 - Blood Pressure (mmHg): Systolic=133, Diastolic=100
09:17 - Blood Pressure (mmHg): Systolic=125, Diastolic=84
09:18 - Blood Pressure (mmHg): Systolic=147, Diastolic=100
09:19 - Blood Pressure (mmHg): Systolic=144, Diastolic=92
09:20 - Blood Pressure (mmHg): Systolic=122, Diastolic=100
09:21 - Blood Pressure (mmHg): Systolic=121, Diastolic=82
09:22 - Blood Pressure (mmHg): Systolic=153, Diastolic=84
09:23 - Blood Pressure (mmHg): Systolic=145, Diastolic=100
09:24 - Blood Pressure (mmHg): Systolic=127, Diastolic=99
09:25 - Blood Pressure (mmHg): Systolic=160, Diastolic=87
09:26 - Blood Pressure (mmHg): Systolic=134, Diastolic=89
09:27 - Blood Pressure (mmHg): Systolic=138, Diastolic=96
09:28 - Blood Pressure (mmHg): Systolic=147, Diastolic=95
09:29 - Blood Pressure (mmHg): Systolic=130, Diastolic=99
09:30 - Blood Pressure (mmHg): Systolic=128, Diastolic=82
09:31 - Blood Pressure (mmHg): Systolic=151, Diastolic=80
09:32 - Blood Pressure (mmHg): Systolic=145, Diastolic=82
09:33 - Blood Pressure (mmHg): Systolic=142, Diastolic=94
09:34 - Blood Pressure (mmHg): Systolic=130, Diastolic=96
09:35 - Blood Pressure (mmHg): Systolic=132, Diastolic=87
09:36 - Blood Pressure (mmHg): Systolic=140, Diastolic=87
09:37 - Blood Pressure (mmHg): Systolic=143, Diastolic=96
09:38 - Blood Pressure (mmHg): Systolic=149, Diastolic=97
09:39 - Blood Pressure (mmHg): Systolic=155, Diastolic=91
09:40 - Blood Pressure (mmHg): Systolic=133, Diastolic=84
09:41 - Blood Pressure (mmHg): Systolic=134, Diastolic=84
09:42 - Blood Pressure (mmHg): Systolic=146, Diastolic=95
09:43 - Blood Pressure (mmHg): Systolic=139, Diastolic=95
09:44 - Blood Pressure (mmHg): Systolic=131, Diastolic=93
09:45 - Blood Pressure (mmHg): Systolic=124, Diastolic=80
09:46 - Blood Pressure (mmHg): Systolic=149, Diastolic=94
09:47 - Blood Pressure (mmHg): Systolic=135, Diastolic=94
09:48 - Blood Pressure (mmHg): Systolic=135, Diastolic=80
09:49 - Blood Pressure (mmHg): Systolic=139, Diastolic=84
09:50 - Blood Pressure (mmHg): Systolic=155, Diastolic=91
09:51 - Blood Pressure (mmHg): Systolic=143, Diastolic=81
09:52 - Blood Pressure (mmHg): Systolic=139, Diastolic=93
09:53 - Blood Pressure (mmHg): Systolic=126, Diastolic=100
09:54 - Blood Pressure (mmHg): Systolic=122, Diastolic=90
09:55 - Blood Pressure (mmHg): Systolic=120, Diastolic=93
09:56 - Blood Pressure (mmHg): Systolic=121, Diastolic=93
09:57 - Blood Pressure (mmHg): Systolic=136, Diastolic=90
09:58 - Blood Pressure (mmHg): Systolic=126, Diastolic=90
09:59 - Blood Pressure (mmHg): Systolic=154, Diastolic=99
10:00 - Blood Pressure (mmHg): Systolic=133, Diastolic=81
10:01 - Blood Pressure (mmHg): Systolic=159, Diastolic=82
10:02 - Blood Pressure (mmHg): Systolic=120, Diastolic=87
10:03 - Blood Pressure (mmHg): Systolic=149, Diastolic=82
10:04 - Blood Pressure (mmHg): Systolic=135, Diastolic=84
10:05 - Blood Pressure (mmHg): Systolic=136, Diastolic=81
10:06 - Blood Pressure (mmHg): Systolic=125, Diastolic=92
10:07 - Blood Pressure (mmHg): Systolic=156, Diastolic=99
10:08 - Blood Pressure (mmHg): Systolic=158, Diastolic=86
10:09 - Blood Pressure (mmHg): Systolic=132, Diastolic=94
10:10 - Blood Pressure (mmHg): Systolic=139, Diastolic=94
10:11 - Blood Pressure (mmHg): Systolic=134, Diastolic=81
10:12 - Blood Pressure (mmHg): Systolic=139, Diastolic=81
10:13 - Blood Pressure (mmHg): Systolic=147, Diastolic=89
10:14 - Blood Pressure (mmHg): Systolic=156, Diastolic=93
10:15 - Blood Pressure (mmHg): Systolic=155, Diastolic=87
10:16 - Blood Pressure (mmHg): Systolic=154, Diastolic=91
10:17 - Blood Pressure (mmHg): Systolic=141, Diastolic=88
10:18 - Blood Pressure (mmHg): Systolic=133, Diastolic=85
10:19 - Blood Pressure (mmHg): Systolic=121, Diastolic=99
10:20 - Blood Pressure (mmHg): Systolic=140, Diastolic=89
10:21 - Blood Pressure (mmHg): Systolic=135, Diastolic=95
10:22 - Blood Pressure (mmHg): Systolic=128, Diastolic=83
10:23 - Blood Pressure (mmHg): Systolic=128, Diastolic=86
10:24 - Blood Pressure (mmHg): Systolic=145, Diastolic=81
10:25 - Blood Pressure (mmHg): Systolic=126, Diastolic=95
10:26 - Blood Pressure (mmHg): Systolic=142, Diastolic=99
10:27 - Blood Pressure (mmHg): Systolic=121, Diastolic=86
10:28 - Blood Pressure (mmHg): Systolic=144, Diastolic=99
10:29 - Blood Pressure (mmHg): Systolic=157, Diastolic=88
10:30 - Blood Pressure (mmHg): Systolic=143, Diastolic=95
10:31 - Blood Pressure (mmHg): Systolic=144, Diastolic=90
10:32 - Blood Pressure (mmHg): Systolic=152, Diastolic=82
10:33 - Blood Pressure (mmHg): Systolic=160, Diastolic=85
10:34 - Blood Pressure (mmHg): Systolic=142, Diastolic=91
10:35 - Blood Pressure (mmHg): Systolic=125, Diastolic=83
10:36 - Blood Pressure (mmHg): Systolic=159, Diastolic=86
10:37 - Blood Pressure (mmHg): Systolic=123, Diastolic=92
10:38 - Blood Pressure (mmHg): Systolic=157, Diastolic=86
10:39 - Blood Pressure (mmHg): Systolic=130, Diastolic=99
10:40 - Blood Pressure (mmHg): Systolic=149, Diastolic=83
10:41 - Blood Pressure (mmHg): Systolic=150, Diastolic=91
10:42 - Blood Pressure (mmHg): Systolic=152, Diastolic=93
10:43 - Blood Pressure (mmHg): Systolic=143, Diastolic=89
10:44 - Blood Pressure (mmHg): Systolic=142, Diastolic=94
10:45 - Blood Pressure (mmHg): Systolic=143, Diastolic=87
10:46 - Blood Pressure (mmHg): Systolic=160, Diastolic=84
10:47 - Blood Pressure (mmHg): Systolic=120, Diastolic=83
10:48 - Blood Pressure (mmHg): Systolic=134, Diastolic=87
10:49 - Blood Pressure (mmHg): Systolic=144, Diastolic=92
10:50 - Blood Pressure (mmHg): Systolic=138, Diastolic=89
10:51 - Blood Pressure (mmHg): Systolic=154, Diastolic=84
10:52 - Blood Pressure (mmHg): Systolic=158, Diastolic=95
10:53 - Blood Pressure (mmHg): Systolic=132, Diastolic=91
10:54 - Blood Pressure (mmHg): Systolic=151, Diastolic=85
10:55 - Blood Pressure (mmHg): Systolic=135, Diastolic=93
10:56 - Blood Pressure (mmHg): Systolic=124, Diastolic=88
10:57 - Blood Pressure (mmHg): Systolic=125, Diastolic=85
10:58 - Blood Pressure (mmHg): Systolic=141, Diastolic=84
10:59 - Blood Pressure (mmHg): Systolic=135, Diastolic=82
11:00 - Blood Pressure (mmHg): Systolic=147, Diastolic=80
11:01 - Blood Pressure (mmHg): Systolic=147, Diastolic=99
11:02 - Blood Pressure (mmHg): Systolic=127, Diastolic=80
11:03 - Blood Pressure (mmHg): Systolic=130, Diastolic=86
11:04 - Blood Pressure (mmHg): Systolic=124, Diastolic=100
11:05 - Blood Pressure (mmHg): Systolic=144, Diastolic=90
11:06 - Blood Pressure (mmHg): Systolic=133, Diastolic=95
11:07 - Blood Pressure (mmHg): Systolic=145, Diastolic=96
11:08 - Blood Pressure (mmHg): Systolic=154, Diastolic=96
11:09 - Blood Pressure (mmHg): Systolic=143, Diastolic=84
11:10 - Blood Pressure (mmHg): Systolic=133, Diastolic=90
11:11 - Blood Pressure (mmHg): Systolic=149, Diastolic=89
11:12 - Blood Pressure (mmHg): Systolic=154, Diastolic=80
11:13 - Blood Pressure (mmHg): Systolic=145, Diastolic=98
11:14 - Blood Pressure (mmHg): Systolic=131, Diastolic=94
11:15 - Blood Pressure (mmHg): Systolic=123, Diastolic=90
11:16 - Blood Pressure (mmHg): Systolic=158, Diastolic=90
11:17 - Blood Pressure (mmHg): Systolic=120, Diastolic=81
11:18 - Blood Pressure (mmHg): Systolic=123, Diastolic=90
11:19 - Blood Pressure (mmHg): Systolic=150, Diastolic=92
11:20 - Blood Pressure (mmHg): Systolic=148, Diastolic=84
11:21 - Blood Pressure (mmHg): Systolic=158, Diastolic=88
11:22 - Blood Pressure (mmHg): Systolic=135, Diastolic=83
11:23 - Blood Pressure (mmHg): Systolic=124, Diastolic=80
11:24 - Blood Pressure (mmHg): Systolic=129, Diastolic=89
11:25 - Blood Pressure (mmHg): Systolic=139, Diastolic=93
11:26 - Blood Pressure (mmHg): Systolic=158, Diastolic=81
11:27 - Blood Pressure (mmHg): Systolic=142, Diastolic=88
11:28 - Blood Pressure (mmHg): Systolic=127, Diastolic=96
11:29 - Blood Pressure (mmHg): Systolic=128, Diastolic=85
11:30 - Blood Pressure (mmHg): Systolic=148, Diastolic=96
11:31 - Blood Pressure (mmHg): Systolic=136, Diastolic=93
11:32 - Blood Pressure (mmHg): Systolic=138, Diastolic=86
11:33 - Blood Pressure (mmHg): Systolic=131, Diastolic=85
11:34 - Blood Pressure (mmHg): Systolic=153, Diastolic=98
11:35 - Blood Pressure (mmHg): Systolic=124, Diastolic=98
11:36 - Blood Pressure (mmHg): Systolic=127, Diastolic=81
11:37 - Blood Pressure (mmHg): Systolic=133, Diastolic=99
11:38 - Blood Pressure (mmHg): Systolic=158, Diastolic=86
11:39 - Blood Pressure (mmHg): Systolic=159, Diastolic=85
11:40 - Blood Pressure (mmHg): Systolic=123, Diastolic=91
11:41 - Blood Pressure (mmHg): Systolic=128, Diastolic=82
11:42 - Blood Pressure (mmHg): Systolic=140, Diastolic=88
11:43 - Blood Pressure (mmHg): Systolic=121, Diastolic=99
11:44 - Blood Pressure (mmHg): Systolic=137, Diastolic=91
11:45 - Blood Pressure (mmHg): Systolic=129, Diastolic=92
11:46 - Blood Pressure (mmHg): Systolic=158, Diastolic=84
11:47 - Blood Pressure (mmHg): Systolic=151, Diastolic=88
11:48 - Blood Pressure (mmHg): Systolic=154, Diastolic=80
11:49 - Blood Pressure (mmHg): Systolic=157, Diastolic=82
11:50 - Blood Pressure (mmHg): Systolic=124, Diastolic=80
11:51 - Blood Pressure (mmHg): Systolic=160, Diastolic=95
11:52 - Blood Pressure (mmHg): Systolic=137, Diastolic=92
11:53 - Blood Pressure (mmHg): Systolic=155, Diastolic=92
11:54 - Blood Pressure (mmHg): Systolic=130, Diastolic=93
11:55 - Blood Pressure (mmHg): Systolic=139, Diastolic=98
11:56 - Blood Pressure (mmHg): Systolic=125, Diastolic=89
11:57 - Blood Pressure (mmHg): Systolic=155, Diastolic=94
11:58 - Blood Pressure (mmHg): Systolic=122, Diastolic=88
11:59 - Blood Pressure (mmHg): Systolic=141, Diastolic=99
12:00 - Blood Pressure (mmHg): Systolic=136, Diastolic=97
12:01 - Blood Pressure (mmHg): Systolic=124, Diastolic=94
12:02 - Blood Pressure (mmHg): Systolic=155, Diastolic=99
12:03 - Blood Pressure (mmHg): Systolic=149, Diastolic=81
12:04 - Blood Pressure (mmHg): Systolic=149, Diastolic=80
12:05 - Blood Pressure (mmHg): Systolic=145, Diastolic=92
12:06 - Blood Pressure (mmHg): Systolic=138, Diastolic=93
12:07 - Blood Pressure (mmHg): Systolic=154, Diastolic=81
12:08 - Blood Pressure (mmHg): Systolic=143, Diastolic=83
12:09 - Blood Pressure (mmHg): Systolic=133, Diastolic=94
12:10 - Blood Pressure (mmHg): Systolic=137, Diastolic=86
12:11 - Blood Pressure (mmHg): Systolic=131, Diastolic=88
12:12 - Blood Pressure (mmHg): Systolic=126, Diastolic=92
12:13 - Blood Pressure (mmHg): Systolic=144, Diastolic=93
12:14 - Blood Pressure (mmHg): Systolic=136, Diastolic=96
12:15 - Blood Pressure (mmHg): Systolic=154, Diastolic=82
12:16 - Blood Pressure (mmHg): Systolic=140, Diastolic=88
12:17 - Blood Pressure (mmHg): Systolic=128, Diastolic=86
12:18 - Blood Pressure (mmHg): Systolic=137, Diastolic=87
12:19 - Blood Pressure (mmHg): Systolic=148, Diastolic=98
12:20 - Blood Pressure (mmHg): Systolic=143, Diastolic=98
12:21 - Blood Pressure (mmHg): Systolic=157, Diastolic=100
12:22 - Blood Pressure (mmHg): Systolic=121, Diastolic=83
12:23 - Blood Pressure (mmHg): Systolic=132, Diastolic=98
12:24 - Blood Pressure (mmHg): Systolic=139, Diastolic=82
12:25 - Blood Pressure (mmHg): Systolic=155, Diastolic=85
12:26 - Blood Pressure (mmHg): Systolic=137, Diastolic=87
12:27 - Blood Pressure (mmHg): Systolic=144, Diastolic=100
12:28 - Blood Pressure (mmHg): Systolic=152, Diastolic=100
12:29 - Blood Pressure (mmHg): Systolic=135, Diastolic=94
12:30 - Blood Pressure (mmHg): Systolic=155, Diastolic=83
12:31 - Blood Pressure (mmHg): Systolic=131, Diastolic=90
12:32 - Blood Pressure (mmHg): Systolic=135, Diastolic=85
12:33 - Blood Pressure (mmHg): Systolic=159, Diastolic=81
12:34 - Blood Pressure (mmHg): Systolic=127, Diastolic=91
12:35 - Blood Pressure (mmHg): Systolic=133, Diastolic=84
12:36 - Blood Pressure (mmHg): Systolic=133, Diastolic=80
12:37 - Blood Pressure (mmHg): Systolic=155, Diastolic=89
12:38 - Blood Pressure (mmHg): Systolic=150, Diastolic=92
12:39 - Blood Pressure (mmHg): Systolic=144, Diastolic=86
12:40 - Blood Pressure (mmHg): Systolic=135, Diastolic=89
12:41 - Blood Pressure (mmHg): Systolic=123, Diastolic=88
12:42 - Blood Pressure (mmHg): Systolic=126, Diastolic=91
12:43 - Blood Pressure (mmHg): Systolic=129, Diastolic=84
12:44 - Blood Pressure (mmHg): Systolic=130, Diastolic=90
12:45 - Blood Pressure (mmHg): Systolic=121, Diastolic=85
12:46 - Blood Pressure (mmHg): Systolic=126, Diastolic=91
12:47 - Blood Pressure (mmHg): Systolic=127, Diastolic=94
12:48 - Blood Pressure (mmHg): Systolic=155, Diastolic=80
12:49 - Blood Pressure (mmHg): Systolic=145, Diastolic=95
12:50 - Blood Pressure (mmHg): Systolic=144, Diastolic=97
12:51 - Blood Pressure (mmHg): Systolic=151, Diastolic=84
12:52 - Blood Pressure (mmHg): Systolic=155, Diastolic=80
12:53 - Blood Pressure (mmHg): Systolic=153, Diastolic=89
12:54 - Blood Pressure (mmHg): Systolic=136, Diastolic=83
12:55 - Blood Pressure (mmHg): Systolic=130, Diastolic=85
12:56 - Blood Pressure (mmHg): Systolic=123, Diastolic=94
12:57 - Blood Pressure (mmHg): Systolic=153, Diastolic=83
12:58 - Blood Pressure (mmHg): Systolic=158, Diastolic=95
12:59 - Blood Pressure (mmHg): Systolic=129, Diastolic=87
13:00 - Blood Pressure (mmHg): Systolic=136, Diastolic=100
13:01 - Blood Pressure (mmHg): Systolic=131, Diastolic=95
13:02 - Blood Pressure (mmHg): Systolic=143, Diastolic=97
13:03 - Blood Pressure (mmHg): Systolic=155, Diastolic=99
13:04 - Blood Pressure (mmHg): Systolic=127, Diastolic=90
13:05 - Blood Pressure (mmHg): Systolic=135, Diastolic=88
13:06 - Blood Pressure (mmHg): Systolic=131, Diastolic=80
13:07 - Blood Pressure (mmHg): Systolic=159, Diastolic=95
13:08 - Blood Pressure (mmHg): Systolic=150, Diastolic=85
13:09 - Blood Pressure (mmHg): Systolic=144, Diastolic=89
13:10 - Blood Pressure (mmHg): Systolic=133, Diastolic=90
13:11 - Blood Pressure (mmHg): Systolic=137, Diastolic=85
13:12 - Blood Pressure (mmHg): Systolic=149, Diastolic=92
13:13 - Blood Pressure (mmHg): Systolic=135, Diastolic=82
13:14 - Blood Pressure (mmHg): Systolic=130, Diastolic=99
13:15 - Blood Pressure (mmHg): Systolic=138, Diastolic=96
13:16 - Blood Pressure (mmHg): Systolic=144, Diastolic=81
13:17 - Blood Pressure (mmHg): Systolic=142, Diastolic=94
13:18 - Blood Pressure (mmHg): Systolic=129, Diastolic=90
13:19 - Blood Pressure (mmHg): Systolic=142, Diastolic=96
13:20 - Blood Pressure (mmHg): Systolic=148, Diastolic=92
13:21 - Blood Pressure (mmHg): Systolic=133, Diastolic=97
13:22 - Blood Pressure (mmHg): Systolic=140, Diastolic=89
13:23 - Blood Pressure (mmHg): Systolic=160, Diastolic=95
13:24 - Blood Pressure (mmHg): Systolic=141, Diastolic=100
13:25 - Blood Pressure (mmHg): Systolic=134, Diastolic=88
13:26 - Blood Pressure (mmHg): Systolic=146, Diastolic=90
13:27 - Blood Pressure (mmHg): Systolic=124, Diastolic=100
13:28 - Blood Pressure (mmHg): Systolic=147, Diastolic=99
13:29 - Blood Pressure (mmHg): Systolic=160, Diastolic=81
13:30 - Blood Pressure (mmHg): Systolic=131, Diastolic=89
13:31 - Blood Pressure (mmHg): Systolic=123, Diastolic=88
13:32 - Blood Pressure (mmHg): Systolic=143, Diastolic=94
13:33 - Blood Pressure (mmHg): Systolic=159, Diastolic=85
13:34 - Blood Pressure (mmHg): Systolic=137, Diastolic=85
13:35 - Blood Pressure (mmHg): Systolic=128, Diastolic=85
13:36 - Blood Pressure (mmHg): Systolic=143, Diastolic=84
13:37 - Blood Pressure (mmHg): Systolic=130, Diastolic=86
13:38 - Blood Pressure (mmHg): Systolic=152, Diastolic=89
13:39 - Blood Pressure (mmHg): Systolic=122, Diastolic=97
13:40 - Blood Pressure (mmHg): Systolic=150, Diastolic=81
13:41 - Blood Pressure (mmHg): Systolic=134, Diastolic=81
13:42 - Blood Pressure (mmHg): Systolic=153, Diastolic=83
13:43 - Blood Pressure (mmHg): Systolic=124, Diastolic=91
13:44 - Blood Pressure (mmHg): Systolic=134, Diastolic=90
13:45 - Blood Pressure (mmHg): Systolic=132, Diastolic=93
13:46 - Blood Pressure (mmHg): Systolic=128, Diastolic=84
13:47 - Blood Pressure (mmHg): Systolic=159, Diastolic=92
13:48 - Blood Pressure (mmHg): Systolic=151, Diastolic=90
13:49 - Blood Pressure (mmHg): Systolic=145, Diastolic=86
13:50 - Blood Pressure (mmHg): Systolic=155, Diastolic=81
13:51 - Blood Pressure (mmHg): Systolic=142, Diastolic=94
13:52 - Blood Pressure (mmHg): Systolic=145, Diastolic=87
13:53 - Blood Pressure (mmHg): Systolic=127, Diastolic=99
13:54 - Blood Pressure (mmHg): Systolic=155, Diastolic=89
13:55 - Blood Pressure (mmHg): Systolic=146, Diastolic=85
13:56 - Blood Pressure (mmHg): Systolic=144, Diastolic=84
13:57 - Blood Pressure (mmHg): Systolic=121, Diastolic=95
13:58 - Blood Pressure (mmHg): Systolic=134, Diastolic=82
13:59 - Blood Pressure (mmHg): Systolic=121, Diastolic=94
14:00 - Blood Pressure (mmHg): Systolic=130, Diastolic=88
14:01 - Blood Pressure (mmHg): Systolic=148, Diastolic=90
14:02 - Blood Pressure (mmHg): Systolic=160, Diastolic=88
14:03 - Blood Pressure (mmHg): Systolic=154, Diastolic=88
14:04 - Blood Pressure (mmHg): Systolic=134, Diastolic=89
14:05 - Blood Pressure (mmHg): Systolic=150, Diastolic=95
